Smiles,Name,Names,InChi
N[C@@H]([C@H]1CCCN(c2ccc3nnnn3n2)C1)C(=O)O,J7K,J7K,"InChI=1S/C11H15N7O2/c12-10(11(19)20)7-2-1-5-17(6-7)9-4-3-8-13-15-16-18(8)14-9/h3-4,7,10H,1-2,5-6,12H2,(H,19,20)/t7-,10-/m0/s1"
N[C@@H](c1sccc1C(=O)Nc1nncs1)C(=O)O,X62,X62,"InChI=1S/C9H8N4O3S2/c10-5(8(15)16)6-4(1-2-17-6)7(14)12-9-13-11-3-18-9/h1-3,5H,10H2,(H,15,16)(H,12,13,14)/t5-/m0/s1"
N[C@@H](c1c(C(=O)N[C@@H](C)Cc2ccsc2)ccs1)C(=O)O,HXI,HXI,"InChI=1S/C14H16N2O3S2/c1-8(6-9-2-4-20-7-9)16-13(17)10-3-5-21-12(10)11(15)14(18)19/h2-5,7-8,11H,6,15H2,1H3,(H,16,17)(H,18,19)/t8-,11-/m0/s1"
N[C@@H](c1c(CC)con1)C(=O)O,43S,43S,"InChI=1S/C7H10N2O3/c1-2-4-3-12-9-6(4)5(8)7(10)11/h3,5H,2,8H2,1H3,(H,10,11)/t5-/m0/s1"
N[C@@H]([C@@H](OC)C1CC(F)(F)C1)C(=O)O,D0M,D0M,"InChI=1S/C8H13F2NO3/c1-14-6(5(11)7(12)13)4-2-8(9,10)3-4/h4-6H,2-3,11H2,1H3,(H,12,13)/t5-,6-/m0/s1"
N[C@@H](c1cnc2c(C(F)(F)F)cccc2c1Cl)C(=O)O,92X,92X,"InChI=1S/C12H8ClF3N2O2/c13-8-5-2-1-3-7(12(14,15)16)10(5)18-4-6(8)9(17)11(19)20/h1-4,9H,17H2,(H,19,20)/t9-/m0/s1"
N[C@@H](c1cccc([C@@H](c2ccc(C)cc2)C)c1)C(=O)O,FBX,FBX,"InChI=1S/C17H19NO2/c1-11-6-8-13(9-7-11)12(2)14-4-3-5-15(10-14)16(18)17(19)20/h3-10,12,16H,18H2,1-2H3,(H,19,20)/t12-,16+/m1/s1"
N[C@@H](c1c2nnn(C)c2c(cc1)F)C(=O)O,B74,B74,"InChI=1S/C9H9FN4O2/c1-14-8-5(10)3-2-4(6(11)9(15)16)7(8)12-13-14/h2-3,6H,11H2,1H3,(H,15,16)/t6-/m0/s1"
N[C@@H](c1ccc(C#C)c(c1F)F)C(=O)O,TQ9,TQ9,"InChI=1S/C10H7F2NO2/c1-2-5-3-4-6(8(12)7(5)11)9(13)10(14)15/h1,3-4,9H,13H2,(H,14,15)/t9-/m0/s1"
N[C@@H](c1c(F)ccc2c(Cl)nccc12)C(=O)O,UOV,UOV,"InChI=1S/C11H8ClFN2O2/c12-10-6-1-2-7(13)8(9(14)11(16)17)5(6)3-4-15-10/h1-4,9H,14H2,(H,16,17)/t9-/m0/s1"
N[C@@H](c1cn(C)c2c1c(F)ccc2Br)C(=O)O,GM0,GM0,"InChI=1S/C11H10BrFN2O2/c1-15-4-5(9(14)11(16)17)8-7(13)3-2-6(12)10(8)15/h2-4,9H,14H2,1H3,(H,16,17)/t9-/m0/s1"
N[C@@H](CC1=NO[C@H](c2ccccc2)C1)C(=O)O,00S,00S,"InChI=1S/C12H14N2O3/c13-10(12(15)16)6-9-7-11(17-14-9)8-4-2-1-3-5-8/h1-5,10-11H,6-7,13H2,(H,15,16)/t10-,11-/m0/s1"
N[C@@H](c1c2ccnc(OC)c2n(c1)C)C(=O)O,P2D,P2D,"InChI=1S/C11H13N3O3/c1-14-5-7(8(12)11(15)16)6-3-4-13-10(17-2)9(6)14/h3-5,8H,12H2,1-2H3,(H,15,16)/t8-/m0/s1"
N[C@@H]([C@@H]1CC2(CCC2)CN1C(=O)c1cscn1)C(=O)O,V0Z,V0Z,"InChI=1S/C13H17N3O3S/c14-10(12(18)19)9-4-13(2-1-3-13)6-16(9)11(17)8-5-20-7-15-8/h5,7,9-10H,1-4,6,14H2,(H,18,19)/t9-,10-/m0/s1"
N[C@@H](CN(C)c1nc2c(c(=O)[nH]c(=O)n2C)n1C)C(=O)O,CJ0,CJ0,"InChI=1S/C11H16N6O4/c1-15(4-5(12)9(19)20)10-13-7-6(16(10)2)8(18)14-11(21)17(7)3/h5H,4,12H2,1-3H3,(H,19,20)(H,14,18,21)/t5-/m0/s1"
N[C@@H]([C@H](CC(C)C)C(=O)N1CCOCC2(CC2)C1)C(=O)O,5SY,5SY,"InChI=1S/C15H26N2O4/c1-10(2)7-11(12(16)14(19)20)13(18)17-5-6-21-9-15(8-17)3-4-15/h10-12H,3-9,16H2,1-2H3,(H,19,20)/t11-,12-/m0/s1"
N[C@@H]([C@@]1(NS(=O)(=O)c2c(C#N)scc2)CCOC1)C(=O)O,ZAR,ZAR,"InChI=1S/C11H13N3O5S2/c12-5-7-8(1-4-20-7)21(17,18)14-11(2-3-19-6-11)9(13)10(15)16/h1,4,9,14H,2-3,6,13H2,(H,15,16)/t9-,11-/m1/s1"
N[C@@H]([C@H](C)NC(=O)c1cnn(CC2CC2)c1)C(=O)O,QGU,QGU,"InChI=1S/C12H18N4O3/c1-7(10(13)12(18)19)15-11(17)9-4-14-16(6-9)5-8-2-3-8/h4,6-8,10H,2-3,5,13H2,1H3,(H,15,17)(H,18,19)/t7-,10-/m0/s1"
N[C@@H](CN(C)C(=O)c1ocnc1C(F)F)C(=O)O,5NK,5NK,"InChI=1S/C9H11F2N3O4/c1-14(2-4(12)9(16)17)8(15)6-5(7(10)11)13-3-18-6/h3-4,7H,2,12H2,1H3,(H,16,17)/t4-/m0/s1"
N[C@@H](CN(C)C(=O)c1cnc2n1CCCC2)C(=O)O,BGQ,BGQ,"InChI=1S/C12H18N4O3/c1-15(7-8(13)12(18)19)11(17)9-6-14-10-4-2-3-5-16(9)10/h6,8H,2-5,7,13H2,1H3,(H,18,19)/t8-/m0/s1"
N[C@@H]([C@H](C)NC(=O)[C@H]1CC[C@]2(CCNC2)CC1)C(=O)O,Q52,Q52,"InChI=1S/C14H25N3O3/c1-9(11(15)13(19)20)17-12(18)10-2-4-14(5-3-10)6-7-16-8-14/h9-11,16H,2-8,15H2,1H3,(H,17,18)(H,19,20)/t9-,10-,11-,14+/m0/s1"
N[C@@H]([C@H](C)NC(=O)c1cc2c(s1)CNCC2)C(=O)O,BH2,BH2,"InChI=1S/C12H17N3O3S/c1-6(10(13)12(17)18)15-11(16)8-4-7-2-3-14-5-9(7)19-8/h4,6,10,14H,2-3,5,13H2,1H3,(H,15,16)(H,17,18)/t6-,10-/m0/s1"
N[C@@H]([C@H](C)NC(=O)c1cccc2c1OCC2(C)C)C(=O)O,MBX,MBX,"InChI=1S/C15H20N2O4/c1-8(11(16)14(19)20)17-13(18)9-5-4-6-10-12(9)21-7-15(10,2)3/h4-6,8,11H,7,16H2,1-3H3,(H,17,18)(H,19,20)/t8-,11-/m0/s1"
N[C@@H](CC(=O)c1scc(c2cccc(OC)c2)c1)C(=O)O,4EN,4EN,"InChI=1S/C15H15NO4S/c1-20-11-4-2-3-9(5-11)10-6-14(21-8-10)13(17)7-12(16)15(18)19/h2-6,8,12H,7,16H2,1H3,(H,18,19)/t12-/m0/s1"
N[C@@H]([C@H](NC(=O)[C@@H]1COCCO1)C(F)(F)F)C(=O)O,BF3,BF3,"InChI=1S/C9H13F3N2O5/c10-9(11,12)6(5(13)8(16)17)14-7(15)4-3-18-1-2-19-4/h4-6H,1-3,13H2,(H,14,15)(H,16,17)/t4-,5-,6-/m0/s1"
N[C@@H]([C@@H]1CC[C@H](NC(=O)c2csc(C3CC3)n2)C1)C(=O)O,FWY,FWY,"InChI=1S/C14H19N3O3S/c15-11(14(19)20)8-3-4-9(5-8)16-12(18)10-6-21-13(17-10)7-1-2-7/h6-9,11H,1-5,15H2,(H,16,18)(H,19,20)/t8-,9+,11+/m1/s1"
N[C@@H]([C@@H](C)CCc1ccc(c2ccnn2C)cc1)C(=O)O,MX1,MX1,"InChI=1S/C16H21N3O2/c1-11(15(17)16(20)21)3-4-12-5-7-13(8-6-12)14-9-10-18-19(14)2/h5-11,15H,3-4,17H2,1-2H3,(H,20,21)/t11-,15-/m0/s1"
N[C@@H](C1(C(=O)Nc2cccc(Br)c2)CC1)C(=O)O,KS7,KS7,"InChI=1S/C12H13BrN2O3/c13-7-2-1-3-8(6-7)15-11(18)12(4-5-12)9(14)10(16)17/h1-3,6,9H,4-5,14H2,(H,15,18)(H,16,17)/t9-/m1/s1"
N[C@@H](COc1ccc(c2c(C)noc2C)cc1F)C(=O)O,AS5,AS5,"InChI=1S/C14H15FN2O4/c1-7-13(8(2)21-17-7)9-3-4-12(10(15)5-9)20-6-11(16)14(18)19/h3-5,11H,6,16H2,1-2H3,(H,18,19)/t11-/m0/s1"
N[C@@H](CC(=O)N(CC1CCOCC1)C1CCC1)C(=O)O,6SI,6SI,"InChI=1S/C14H24N2O4/c15-12(14(18)19)8-13(17)16(11-2-1-3-11)9-10-4-6-20-7-5-10/h10-12H,1-9,15H2,(H,18,19)/t12-/m0/s1"
N[C@@H](CCOc1cccc(c2n(C)ncc2)c1)C(=O)O,NZ6,NZ6,"InChI=1S/C14H17N3O3/c1-17-13(5-7-16-17)10-3-2-4-11(9-10)20-8-6-12(15)14(18)19/h2-5,7,9,12H,6,8,15H2,1H3,(H,18,19)/t12-/m0/s1"
N[C@@H](c1c(C(=O)N(C)C[C@H]2C[C@H](F)C2)ccs1)C(=O)O,RLG,RLG,"InChI=1S/C13H17FN2O3S/c1-16(6-7-4-8(14)5-7)12(17)9-2-3-20-11(9)10(15)13(18)19/h2-3,7-8,10H,4-6,15H2,1H3,(H,18,19)/t7-,8-,10-/m0/s1"
N[C@@H](CCc1ccccc1c1ccc(Cl)cc1F)C(=O)O,O6R,O6R,"InChI=1S/C16H15ClFNO2/c17-11-6-7-13(14(18)9-11)12-4-2-1-3-10(12)5-8-15(19)16(20)21/h1-4,6-7,9,15H,5,8,19H2,(H,20,21)/t15-/m0/s1"
N[C@@H]([C@H]1C[C@@H](Nc2nccc3ccccc23)C1)C(=O)O,J18,J18,"InChI=1S/C15H17N3O2/c16-13(15(19)20)10-7-11(8-10)18-14-12-4-2-1-3-9(12)5-6-17-14/h1-6,10-11,13H,7-8,16H2,(H,17,18)(H,19,20)/t10-,11+,13-/m0/s1"
N[C@@H](C(=O)NCc1cn(c2ccccc2Br)nn1)C(=O)O,LA6,LA6,"InChI=1S/C12H12BrN5O3/c13-8-3-1-2-4-9(8)18-6-7(16-17-18)5-15-11(19)10(14)12(20)21/h1-4,6,10H,5,14H2,(H,15,19)(H,20,21)/t10-/m0/s1"
N[C@@H](C1(NC(=O)c2n[nH]c(C)c2C)CCOCC1)C(=O)O,7XN,7XN,"InChI=1S/C13H20N4O4/c1-7-8(2)16-17-9(7)11(18)15-13(10(14)12(19)20)3-5-21-6-4-13/h10H,3-6,14H2,1-2H3,(H,15,18)(H,16,17)(H,19,20)/t10-/m1/s1"
N[C@@H]([C@H]1N(Cc2nc(CC)sc2)CC2(CCC2)C1)C(=O)O,UIY,UIY,"InChI=1S/C15H23N3O2S/c1-2-12-17-10(8-21-12)7-18-9-15(4-3-5-15)6-11(18)13(16)14(19)20/h8,11,13H,2-7,9,16H2,1H3,(H,19,20)/t11-,13-/m0/s1"
N[C@@H](C1CCN(C(=O)[C@H]2CCC(C)(C)CN2)CC1)C(=O)O,4DL,4DL,"InChI=1S/C15H27N3O3/c1-15(2)6-3-11(17-9-15)13(19)18-7-4-10(5-8-18)12(16)14(20)21/h10-12,17H,3-9,16H2,1-2H3,(H,20,21)/t11-,12+/m1/s1"
N[C@@H](C[C@@H]1CC[N@](Cc2cnc(N(C)C)s2)CC1)C(=O)O,NSZ,NSZ,"InChI=1S/C14H24N4O2S/c1-17(2)14-16-8-11(21-14)9-18-5-3-10(4-6-18)7-12(15)13(19)20/h8,10,12H,3-7,9,15H2,1-2H3,(H,19,20)/t12-/m0/s1"
N[C@@H]([C@]1(F)C[C@H]2CC[C@@H](C1)N2)C(=O)O,SUJ,SUJ,"InChI=1S/C9H15FN2O2/c10-9(7(11)8(13)14)3-5-1-2-6(4-9)12-5/h5-7,12H,1-4,11H2,(H,13,14)/t5-,6+,7-,9+/m1/s1"
N[C@@H]([C@H]1C[C@@H](Nc2cccc(c3ccn[nH]3)c2)C1)C(=O)O,WTQ,WTQ,"InChI=1S/C15H18N4O2/c16-14(15(20)21)10-7-12(8-10)18-11-3-1-2-9(6-11)13-4-5-17-19-13/h1-6,10,12,14,18H,7-8,16H2,(H,17,19)(H,20,21)/t10-,12+,14-/m0/s1"
N[C@@H](C1(NS(=O)(=O)c2ccc(C)cc2Br)CC1)C(=O)O,GF5,GF5,"InChI=1S/C12H15BrN2O4S/c1-7-2-3-9(8(13)6-7)20(18,19)15-12(4-5-12)10(14)11(16)17/h2-3,6,10,15H,4-5,14H2,1H3,(H,16,17)/t10-/m1/s1"
N[C@@H]([C@H]1CC[C@@H](Nc2cccc3c2CCO3)CC1)C(=O)O,SZT,SZT,"InChI=1S/C16H22N2O3/c17-15(16(19)20)10-4-6-11(7-5-10)18-13-2-1-3-14-12(13)8-9-21-14/h1-3,10-11,15,18H,4-9,17H2,(H,19,20)/t10-,11+,15-/m0/s1"
N[C@@H]([C@@H]1C[C@H](NCCOc2cc(cc(C)c2)C)C1)C(=O)O,2MU,2MU,"InChI=1S/C16H24N2O3/c1-10-5-11(2)7-14(6-10)21-4-3-18-13-8-12(9-13)15(17)16(19)20/h5-7,12-13,15,18H,3-4,8-9,17H2,1-2H3,(H,19,20)/t12-,13+,15-/m0/s1"
N[C@@H](CN(Cc1cc(C)c(cn1)Br)C1CC1)C(=O)O,0BF,0BF,"InChI=1S/C13H18BrN3O2/c1-8-4-9(16-5-11(8)14)6-17(10-2-3-10)7-12(15)13(18)19/h4-5,10,12H,2-3,6-7,15H2,1H3,(H,18,19)/t12-/m0/s1"
N[C@@H](CN(Cc1cc2c(F)cccc2[nH]1)C1CC1)C(=O)O,43F,43F,"InChI=1S/C15H18FN3O2/c16-12-2-1-3-14-11(12)6-9(18-14)7-19(10-4-5-10)8-13(17)15(20)21/h1-3,6,10,13,18H,4-5,7-8,17H2,(H,20,21)/t13-/m0/s1"
N[C@@H]([C@H](N(C)Cc1cncc(Br)c1)C(F)(F)F)C(=O)O,AWJ,AWJ,"InChI=1S/C11H13BrF3N3O2/c1-18(5-6-2-7(12)4-17-3-6)9(11(13,14)15)8(16)10(19)20/h2-4,8-9H,5,16H2,1H3,(H,19,20)/t8-,9-/m0/s1"
N[C@@H]([C@@H](NS(=O)(=O)c1c(C)[nH]nc1)c1ccsc1)C(=O)O,OG4,OG4,"InChI=1S/C11H14N4O4S2/c1-6-8(4-13-14-6)21(18,19)15-10(9(12)11(16)17)7-2-3-20-5-7/h2-5,9-10,15H,12H2,1H3,(H,13,14)(H,16,17)/t9-,10-/m0/s1"
N[C@@H](CC(=O)N1CCC([C@H]2CCCNC2)CC1)C(=O)O,VYL,VYL,"InChI=1S/C14H25N3O3/c15-12(14(19)20)8-13(18)17-6-3-10(4-7-17)11-2-1-5-16-9-11/h10-12,16H,1-9,15H2,(H,19,20)/t11-,12-/m0/s1"
N[C@@H](CC(=O)N1[C@H](C)CC2(CCCC2)C1)C(=O)O,4PG,4PG,"InChI=1S/C13H22N2O3/c1-9-7-13(4-2-3-5-13)8-15(9)11(16)6-10(14)12(17)18/h9-10H,2-8,14H2,1H3,(H,17,18)/t9-,10+/m1/s1"
N[C@@H](CN(S(=O)(=O)c1c(N)ncc(Cl)c1)C1CC1)C(=O)O,E4F,E4F,"InChI=1S/C11H15ClN4O4S/c12-6-3-9(10(14)15-4-6)21(19,20)16(7-1-2-7)5-8(13)11(17)18/h3-4,7-8H,1-2,5,13H2,(H2,14,15)(H,17,18)/t8-/m0/s1"
N[C@@H](c1cccc(C(=O)N(C)CCC(C)(C)C)c1)C(=O)O,QC9,QC9,"InChI=1S/C16H24N2O3/c1-16(2,3)8-9-18(4)14(19)12-7-5-6-11(10-12)13(17)15(20)21/h5-7,10,13H,8-9,17H2,1-4H3,(H,20,21)/t13-/m0/s1"
N[C@@H](c1ncnn1C1CCOCC1)C(=O)O,TFE,TFE,"InChI=1S/C9H14N4O3/c10-7(9(14)15)8-11-5-12-13(8)6-1-3-16-4-2-6/h5-7H,1-4,10H2,(H,14,15)/t7-/m0/s1"
N[C@@H](C[C@@]1(C)C[C@@H](C(F)(F)F)C1)C(=O)O,C0V,C0V,"InChI=1S/C9H14F3NO2/c1-8(4-6(13)7(14)15)2-5(3-8)9(10,11)12/h5-6H,2-4,13H2,1H3,(H,14,15)/t5-,6-,8+/m0/s1"
N[C@@H](c1cn(CC(=O)OCC)nc1C1CCCC1)C(=O)O,WX0,WX0,"InChI=1S/C14H21N3O4/c1-2-21-11(18)8-17-7-10(12(15)14(19)20)13(16-17)9-5-3-4-6-9/h7,9,12H,2-6,8,15H2,1H3,(H,19,20)/t12-/m0/s1"
N[C@@H](c1cnn(c2ccc(Cl)c(C(F)(F)F)c2)c1)C(=O)O,F8L,F8L,"InChI=1S/C12H9ClF3N3O2/c13-9-2-1-7(3-8(9)12(14,15)16)19-5-6(4-18-19)10(17)11(20)21/h1-5,10H,17H2,(H,20,21)/t10-/m0/s1"
N[C@@H](c1c(CC)n(nc1)CCCO)C(=O)O,A8S,A8S,"InChI=1S/C10H17N3O3/c1-2-8-7(9(11)10(15)16)6-12-13(8)4-3-5-14/h6,9,14H,2-5,11H2,1H3,(H,15,16)/t9-/m0/s1"
N[C@@H](c1n(c2nc(cc(C)c2)F)nc(O)c1)C(=O)O,Z9D,Z9D,"InChI=1S/C11H11FN4O3/c1-5-2-7(12)14-8(3-5)16-6(4-9(17)15-16)10(13)11(18)19/h2-4,10H,13H2,1H3,(H,15,17)(H,18,19)/t10-/m0/s1"
N[C@@H](c1cc(O)nn1c1nccc2c1CCCC2)C(=O)O,CFW,CFW,"InChI=1S/C14H16N4O3/c15-12(14(20)21)10-7-11(19)17-18(10)13-9-4-2-1-3-8(9)5-6-16-13/h5-7,12H,1-4,15H2,(H,17,19)(H,20,21)/t12-/m0/s1"
N[C@@H](c1n(c2ccc(OC)c(c2)O)nc(O)c1)C(=O)O,2SL,2SL,"InChI=1S/C12H13N3O5/c1-20-9-3-2-6(4-8(9)16)15-7(5-10(17)14-15)11(13)12(18)19/h2-5,11,16H,13H2,1H3,(H,14,17)(H,18,19)/t11-/m0/s1"
N[C@@H]([C@@H]1C[C@H]1c1cccs1)C(=O)O,7UP,7UP,"InChI=1S/C9H11NO2S/c10-8(9(11)12)6-4-5(6)7-2-1-3-13-7/h1-3,5-6,8H,4,10H2,(H,11,12)/t5-,6-,8+/m1/s1"
N[C@@H](c1cc(O)nn1c1ccc(Cl)cc1Br)C(=O)O,A3Z,A3Z,"InChI=1S/C11H9BrClN3O3/c12-6-3-5(13)1-2-7(6)16-8(4-9(17)15-16)10(14)11(18)19/h1-4,10H,14H2,(H,15,17)(H,18,19)/t10-/m0/s1"
N[C@@H](c1cc(O)nn1C1CCSCC1)C(=O)O,14B,14B,"InChI=1S/C10H15N3O3S/c11-9(10(15)16)7-5-8(14)12-13(7)6-1-3-17-4-2-6/h5-6,9H,1-4,11H2,(H,12,14)(H,15,16)/t9-/m0/s1"
N[C@@H](c1n(c2c(OCC#C)cccc2)nc(O)c1)C(=O)O,3ZH,3ZH,"InChI=1S/C14H13N3O4/c1-2-7-21-11-6-4-3-5-9(11)17-10(8-12(18)16-17)13(15)14(19)20/h1,3-6,8,13H,7,15H2,(H,16,18)(H,19,20)/t13-/m0/s1"
N[C@@H]([C@@H]1CC[C@H]2C[C@@H]1CO2)C(=O)O,MEH,MEH,"InChI=1S/C9H15NO3/c10-8(9(11)12)7-2-1-6-3-5(7)4-13-6/h5-8H,1-4,10H2,(H,11,12)/t5-,6+,7-,8+/m1/s1"
N[C@@H](c1cc2ccsc2cc1Cl)C(=O)O,RKU,RKU,"InChI=1S/C10H8ClNO2S/c11-7-4-8-5(1-2-15-8)3-6(7)9(12)10(13)14/h1-4,9H,12H2,(H,13,14)/t9-/m0/s1"
N[C@@H](c1nc2ccc(Cl)cn2c1Br)C(=O)O,C46,C46,"InChI=1S/C9H7BrClN3O2/c10-8-7(6(12)9(15)16)13-5-2-1-4(11)3-14(5)8/h1-3,6H,12H2,(H,15,16)/t6-/m0/s1"
N[C@@H](c1cnn(CC(=O)OCC)c1C(C)C)C(=O)O,C84,C84,"InChI=1S/C12H19N3O4/c1-4-19-9(16)6-15-11(7(2)3)8(5-14-15)10(13)12(17)18/h5,7,10H,4,6,13H2,1-3H3,(H,17,18)/t10-/m0/s1"
N[C@@H]([C@@H]1CN(c2ccc(S(=O)(=O)C)cn2)C[C@H]1O)C(=O)O,UBP,UBP,"InChI=1S/C12H17N3O5S/c1-21(19,20)7-2-3-10(14-4-7)15-5-8(9(16)6-15)11(13)12(17)18/h2-4,8-9,11,16H,5-6,13H2,1H3,(H,17,18)/t8-,9-,11+/m1/s1"
N[C@@H]([C@@H]1CN(C(=O)CCc2cc(Cl)no2)C[C@H]1O)C(=O)O,6N2,6N2,"InChI=1S/C12H16ClN3O5/c13-9-3-6(21-15-9)1-2-10(18)16-4-7(8(17)5-16)11(14)12(19)20/h3,7-8,11,17H,1-2,4-5,14H2,(H,19,20)/t7-,8-,11+/m1/s1"
N[C@@H](c1c[nH]c(c2ccccc2F)c1Cl)C(=O)O,WYV,WYV,"InChI=1S/C12H10ClFN2O2/c13-9-7(10(15)12(17)18)5-16-11(9)6-3-1-2-4-8(6)14/h1-5,10,16H,15H2,(H,17,18)/t10-/m0/s1"
N[C@@H](c1cn(c2ccc(C#C)cc2OC)nc1)C(=O)O,8BC,8BC,"InChI=1S/C14H13N3O3/c1-3-9-4-5-11(12(6-9)20-2)17-8-10(7-16-17)13(15)14(18)19/h1,4-8,13H,15H2,2H3,(H,18,19)/t13-/m0/s1"
N[C@@H](c1ccnn1c1ccc(C(F)(F)F)cc1Br)C(=O)O,PXR,PXR,"InChI=1S/C12H9BrF3N3O2/c13-7-5-6(12(14,15)16)1-2-8(7)19-9(3-4-18-19)10(17)11(20)21/h1-5,10H,17H2,(H,20,21)/t10-/m0/s1"
N[C@@H](c1ccnn1c1c(F)ccc(F)c1F)C(=O)O,1RH,1RH,"InChI=1S/C11H8F3N3O2/c12-5-1-2-6(13)10(8(5)14)17-7(3-4-16-17)9(15)11(18)19/h1-4,9H,15H2,(H,18,19)/t9-/m0/s1"
N[C@@H]([C@@]1(c2cccc(Br)n2)CCOC1)C(=O)O,KU8,KU8,"InChI=1S/C11H13BrN2O3/c12-8-3-1-2-7(14-8)11(4-5-17-6-11)9(13)10(15)16/h1-3,9H,4-6,13H2,(H,15,16)/t9-,11+/m1/s1"
N[C@@H](c1ncn2ccc(Cl)c(Cl)c12)C(=O)O,RTP,RTP,"InChI=1S/C9H7Cl2N3O2/c10-4-1-2-14-3-13-7(6(12)9(15)16)8(14)5(4)11/h1-3,6H,12H2,(H,15,16)/t6-/m0/s1"
N[C@@H](c1cn(C(C)C)c2c1cnc(Br)c2)C(=O)O,TU4,TU4,"InChI=1S/C12H14BrN3O2/c1-6(2)16-5-8(11(14)12(17)18)7-4-15-10(13)3-9(7)16/h3-6,11H,14H2,1-2H3,(H,17,18)/t11-/m0/s1"
N[C@@H](c1n2cnc(CC)c2cc(c1)Cl)C(=O)O,MU1,MU1,"InChI=1S/C11H12ClN3O2/c1-2-7-8-3-6(12)4-9(10(13)11(16)17)15(8)5-14-7/h3-5,10H,2,13H2,1H3,(H,16,17)/t10-/m0/s1"
N[C@@H](c1nn(C(C)C)c2c1cnc(Cl)c2)C(=O)O,B1R,B1R,"InChI=1S/C11H13ClN4O2/c1-5(2)16-7-3-8(12)14-4-6(7)10(15-16)9(13)11(17)18/h3-5,9H,13H2,1-2H3,(H,17,18)/t9-/m0/s1"
N[C@@H]([C@@H]1C[N@@](C2Cc3ccccc3C2)C[C@H]1O)C(=O)O,6IZ,6IZ,"InChI=1S/C15H20N2O3/c16-14(15(19)20)12-7-17(8-13(12)18)11-5-9-3-1-2-4-10(9)6-11/h1-4,11-14,18H,5-8,16H2,(H,19,20)/t12-,13-,14+/m1/s1"
N[C@@H](c1cn(CCCN(C)C)nc1C(F)F)C(=O)O,E96,E96,"InChI=1S/C11H18F2N4O2/c1-16(2)4-3-5-17-6-7(8(14)11(18)19)9(15-17)10(12)13/h6,8,10H,3-5,14H2,1-2H3,(H,18,19)/t8-/m0/s1"
N[C@@H]([C@@H]1CN(Cc2nnc(C)s2)C[C@H]1O)C(=O)O,4KT,4KT,"InChI=1S/C10H16N4O3S/c1-5-12-13-8(18-5)4-14-2-6(7(15)3-14)9(11)10(16)17/h6-7,9,15H,2-4,11H2,1H3,(H,16,17)/t6-,7-,9+/m1/s1"
N[C@@H](c1cnn(c2cccc(C)c2)c1CC1CC1)C(=O)O,BXF,BXF,"InChI=1S/C16H19N3O2/c1-10-3-2-4-12(7-10)19-14(8-11-5-6-11)13(9-18-19)15(17)16(20)21/h2-4,7,9,11,15H,5-6,8,17H2,1H3,(H,20,21)/t15-/m0/s1"
N[C@@H](c1cnn(C[C@H](CC)O)c1CC1CCC1)C(=O)O,YT7,YT7,"InChI=1S/C14H23N3O3/c1-2-10(18)8-17-12(6-9-4-3-5-9)11(7-16-17)13(15)14(19)20/h7,9-10,13,18H,2-6,8,15H2,1H3,(H,19,20)/t10-,13-/m0/s1"
N[C@@H](c1n(c2cc(C(C)C)c(cc2)O)ncc1)C(=O)O,2R3,2R3,"InChI=1S/C14H17N3O3/c1-8(2)10-7-9(3-4-12(10)18)17-11(5-6-16-17)13(15)14(19)20/h3-8,13,18H,15H2,1-2H3,(H,19,20)/t13-/m0/s1"
N[C@@H](c1n(c2ccc(OCC#C)cc2)ncc1)C(=O)O,WOP,WOP,"InChI=1S/C14H13N3O3/c1-2-9-20-11-5-3-10(4-6-11)17-12(7-8-16-17)13(15)14(18)19/h1,3-8,13H,9,15H2,(H,18,19)/t13-/m0/s1"
N[C@@H](c1n(c2c(OC(C)C)cccc2)ncc1)C(=O)O,QDU,QDU,"InChI=1S/C14H17N3O3/c1-9(2)20-12-6-4-3-5-10(12)17-11(7-8-16-17)13(15)14(18)19/h3-9,13H,15H2,1-2H3,(H,18,19)/t13-/m0/s1"
N[C@@H](c1cnn(CC#C)c1C1CCCCC1)C(=O)O,NVW,NVW,"InChI=1S/C14H19N3O2/c1-2-8-17-13(10-6-4-3-5-7-10)11(9-16-17)12(15)14(18)19/h1,9-10,12H,3-8,15H2,(H,18,19)/t12-/m0/s1"
N[C@@H](Cc1n([C@@H](CC)c2cccc(C)c2)ncc1)C(=O)O,8FB,8FB,"InChI=1S/C16H21N3O2/c1-3-15(12-6-4-5-11(2)9-12)19-13(7-8-18-19)10-14(17)16(20)21/h4-9,14-15H,3,10,17H2,1-2H3,(H,20,21)/t14-,15-/m0/s1"
N[C@@H](Cc1n(Cc2c(OC)cc(F)cc2)ncc1)C(=O)O,NXR,NXR,"InChI=1S/C14H16FN3O3/c1-21-13-6-10(15)3-2-9(13)8-18-11(4-5-17-18)7-12(16)14(19)20/h2-6,12H,7-8,16H2,1H3,(H,19,20)/t12-/m0/s1"
N[C@@H](c1cn([C@@H](C)C(C)(C)C)nc1C1CC1)C(=O)O,DAN,DAN,"InChI=1S/C14H23N3O2/c1-8(14(2,3)4)17-7-10(11(15)13(18)19)12(16-17)9-5-6-9/h7-9,11H,5-6,15H2,1-4H3,(H,18,19)/t8-,11-/m0/s1"
